ANDCC;7;ddddd;3;0x1c;CC;IMMEDIATE;AND;2;ANDCC;R' = R AND MI
RTS;7;-----;5;0x39;;INHERENT;RTS;1;RTS;PCH' = (SP), SP' = SP+1 PCL' = (SP), SP' = SP+1
RTI;7;-----;6;0x3b;;INHERENT;RTI;1;RTI;IFF CCR bit E is set, then: ACCA' ACCB' DPR' IXH' IXL' IYH' IYL' USH' USL' PCH' PCL' = (SP), SP' = SP+1 = (SP), SP' = SP+1 = (SP), SP' = SP+1 = (SP), SP' = SP+1 = (SP), SP' = SP+1 = (SP), SP' = SP+1 = (SP), SP' = SP+1 = (SP), SP' = SP+1 = (SP), SP' = SP+1 = (SP), SP' = SP+1 = (SP), SP' = SP+1 IFF CCR bit E is clear, then: PCH' PCL' = (SP), SP' = SP+1 = (SP), SP' = SP+1
CWAI;7;ddddd;21;0x3c;;IMMEDIATE;CWAI;2;CWAI;CCR = CCR AND MI (Possibly clear masks) Set E (entire state saved) SP' = SP-1, (SP) = PCL SP' = SP-1, (SP) = PCH SP' = SP-1, (SP) = USL SP' = SP-1, (SP) = USH SP' = SP-1, (SP) = IYL SP' = SP-1, (SP) = IYH SP' = SP-1, (SP) = IXL SP' = SP-1, (SP) = IXH SP' = SP-1, (SP) = DPR SP' = SP-1, (SP) = ACCB SP' = SP-1, (SP) = ACCA SP' = SP-1, (SP) = CCR
SWI;7;-----;19;0x3f;;INHERENT;SWI;1;SWI;Set E (entire state will be saved) SP' = SP-1, (SP) = PCL SP' = SP-1, (SP) = PCH SP' = SP-1, (SP) = USL SP' = SP-1, (SP) = USH SP' = SP-1, (SP) = IYL SP' = SP-1, (SP) = IYH SP' = SP-1, (SP) = IXL SP' = SP-1, (SP) = IXH SP' = SP-1, (SP) = DPR SP' = SP-1, (SP) = ACCB SP' = SP-1, (SP) = ACCA SP' = SP-1, (SP) = CCR Set I, F (mask interrupts) PC' = (FFFA):(FFFB)
JMP;7;-----;3;0x6e;;INDEXED;JMP;2;JMP;PC' = EA
JMP;7;-----;3;0x7e;;EXTENDED;JMP;3;JMP;PC' = EA
JSR;7;-----;7;0x9d;;DIRECT;JSR;2;JSR;SP' = SP-1, (SP) = PCL SP' = SP-1, (SP) = PCH PC' =EA
JSR;7;-----;7;0xad;;INDEXED;JSR;2;JSR;SP' = SP-1, (SP) = PCL SP' = SP-1, (SP) = PCH PC' =EA
JSR;7;-----;8;0xbd;;EXTENDED;JSR;3;JSR;SP' = SP-1, (SP) = PCL SP' = SP-1, (SP) = PCH PC' =EA
SWI2;7;-----;20;0x103f;;INHERENT;SWI;2;SWI2;Set E (entire state saved) SP' = SP-1, (SP) = PCL SP' = SP-1, (SP) = PCH SP' = SP-1, (SP) = USL SP' = SP-1, (SP) = USH SP' = SP-1, (SP) = IYL SP' = SP-1, (SP) = IYH SP' = SP-1, (SP) = IXL SP' = SP-1, (SP) = IXH SP' = SP-1, (SP) = DPR SP' = SP-1, (SP) = ACCB SP' = SP-1, (SP) = ACCA SP' = SP-1, (SP) = CCR PC' = (FFF4):(FFF5)
SWI3;7;-----;20;0x113f;;INHERENT;SWI;2;SWI3;Set E (entire state will be saved) SP' = SP-1, (SP) = PCL SP' = SP-1, (SP) = PCH SP' = SP-1, (SP) = USL SP' = SP-1, (SP) = USH SP' = SP-1, (SP) = IYL SP' = SP-1, (SP) = IYH SP' = SP-1, (SP) = IXL SP' = SP-1, (SP) = IXH SP' = SP-1, (SP) = DPR SP' = SP-1, (SP) = ACCB SP' = SP-1, (SP) = ACCA SP' = SP-1, (SP) = CCR PC' = (FFF2):(FFF3)
PAGE1+;8;+++++;1;0x10;;VARIANT;PAGE;1;PAGE;
PAGE2+;8;+++++;1;0x11;;VARIANT;PAGE;1;PAGE;
RESET*;8;*****;-1;0x3e;;INHERENT;RESET;1;RESET;
